tissue	gene	HPA_expr
pancreas	OR5A1	0
rectum	OR5A1	0
skin	OR5A1	0
bone marrow	CLEC12A	51.3
colon	CLEC12A	2.7
lung	CLEC12A	24.6
pancreas	CLEC12A	0.1
rectum	CLEC12A	3.4
skin	CLEC12A	1.6
bone marrow	OR5A2	0
colon	OR5A2	0
lung	OR5A2	0
pancreas	OR5A2	0
rectum	OR5A2	0
skin	OR5A2	0
bone marrow	BPGM	51
colon	BPGM	8.6
lung	BPGM	20.6
pancreas	BPGM	1.7
rectum	BPGM	10.9
skin	BPGM	12.5
bone marrow	POP7	19.9
colon	POP7	15.7
lung	POP7	16.6
pancreas	POP7	4.6
rectum	POP7	8.9
skin	POP7	25.4
bone marrow	ALG14	0.6
colon	ALG14	1.5
lung	ALG14	1.2
pancreas	ALG14	0.3
rectum	ALG14	1.9
skin	ALG14	1.2
bone marrow	SUCLG2	11.6
colon	SUCLG2	168.2
lung	SUCLG2	50.6
pancreas	SUCLG2	10
rectum	SUCLG2	158.9
skin	SUCLG2	30.9
bone marrow	STARD5	2.7
colon	STARD5	2.6
lung	STARD5	1.8
pancreas	STARD5	0.1
rectum	STARD5	4
skin	STARD5	9.4
bone marrow	CSDC2	0.1
colon	CSDC2	0.9
lung	CSDC2	3.6
pancreas	CSDC2	6.8
rectum	CSDC2	0.5
skin	CSDC2	0.2
bone marrow	RCAN2	0
colon	RCAN2	20.2
lung	RCAN2	23
pancreas	RCAN2	2.3
rectum	RCAN2	25
skin	RCAN2	10.1
bone marrow	IL16	40.8
colon	IL16	14.3
lung	IL16	35.3
pancreas	IL16	0.5
rectum	IL16	18.5
skin	IL16	14.2
bone marrow	ABCG4	0
colon	ABCG4	0.2
lung	ABCG4	0
pancreas	ABCG4	0
rectum	ABCG4	0.1
skin	ABCG4	0.4
bone marrow	CDY1B	0
colon	CDY1B	0
lung	CDY1B	0
pancreas	CDY1B	0
rectum	CDY1B	0
skin	CDY1B	0
bone marrow	GNB2	130.2
colon	GNB2	127
lung	GNB2	188.5
pancreas	GNB2	27
rectum	GNB2	90.9
skin	GNB2	207.9
bone marrow	CFAP53	0.4
colon	CFAP53	0.2
lung	CFAP53	5
pancreas	CFAP53	0.1
rectum	CFAP53	0.2
skin	CFAP53	1.2
bone marrow	OR5B12	0
colon	OR5B12	0
lung	OR5B12	0
pancreas	OR5B12	0
rectum	OR5B12	0
skin	OR5B12	0
bone marrow	OR5B2	0
colon	OR5B2	0
lung	OR5B2	0
pancreas	OR5B2	0
rectum	OR5B2	0
skin	OR5B2	0
bone marrow	MCRIP2	1
colon	MCRIP2	10.8
lung	MCRIP2	1.5
pancreas	MCRIP2	0.7
rectum	MCRIP2	0.9
skin	MCRIP2	0.3
bone marrow	PDZD3	0
colon	PDZD3	6.3
lung	PDZD3	0
pancreas	PDZD3	0
rectum	PDZD3	6.7
skin	PDZD3	0
bone marrow	C2CD2L	9.2
colon	C2CD2L	7.9
lung	C2CD2L	10.6
pancreas	C2CD2L	1.3
rectum	C2CD2L	8
skin	C2CD2L	12.7
bone marrow	OR9I1	0
colon	OR9I1	0
lung	OR9I1	0
pancreas	OR9I1	0
rectum	OR9I1	0
skin	OR9I1	0
bone marrow	ARNT2	0.2
colon	ARNT2	2.2
lung	ARNT2	7.4
pancreas	ARNT2	0.6
rectum	ARNT2	2.3
skin	ARNT2	2.5
bone marrow	GNG12	0.2
colon	GNG12	67.9
lung	GNG12	51.2
pancreas	GNG12	5.3
rectum	GNG12	71.7
skin	GNG12	95.5
bone marrow	PRSS27	0.1
colon	PRSS27	0.1
lung	PRSS27	0.4
pancreas	PRSS27	0
rectum	PRSS27	0
skin	PRSS27	3.2
bone marrow	MYOZ2	0
colon	MYOZ2	0.1
lung	MYOZ2	0.1
pancreas	MYOZ2	0
rectum	MYOZ2	0.1
skin	MYOZ2	0
bone marrow	SYNPO2	0.2
colon	SYNPO2	82.1
lung	SYNPO2	17.6
pancreas	SYNPO2	0.8
rectum	SYNPO2	65.4
skin	SYNPO2	3.9
bone marrow	DNAJB7	0.3
colon	DNAJB7	0
lung	DNAJB7	0.1
pancreas	DNAJB7	0
rectum	DNAJB7	0.1
skin	DNAJB7	0.2
bone marrow	CLP1	17
colon	CLP1	9.1
lung	CLP1	11.4
pancreas	CLP1	1.3
rectum	CLP1	9.9
skin	CLP1	9.5
bone marrow	INSL5	0
colon	INSL5	77.7
lung	INSL5	0
pancreas	INSL5	0
rectum	INSL5	141.9
skin	INSL5	0
bone marrow	EFCAB3	0
colon	EFCAB3	0
lung	EFCAB3	0
pancreas	EFCAB3	0
rectum	EFCAB3	0
skin	EFCAB3	0
bone marrow	TTC36	0
colon	TTC36	0.2
lung	TTC36	0.2
pancreas	TTC36	0.2
rectum	TTC36	0
skin	TTC36	0.1
bone marrow	RSPH9	0.4
colon	RSPH9	0.1
lung	RSPH9	2
pancreas	RSPH9	0
rectum	RSPH9	0.1
skin	RSPH9	0.3
bone marrow	COPS9	49.8
colon	COPS9	79
lung	COPS9	76.1
pancreas	COPS9	38.7
rectum	COPS9	57.4
skin	COPS9	68.4
bone marrow	GTPBP2	20.6
colon	GTPBP2	20.1
lung	GTPBP2	31.8
pancreas	GTPBP2	4.2
rectum	GTPBP2	22.3
skin	GTPBP2	23.9
bone marrow	FGGY	1.3
colon	FGGY	7.1
lung	FGGY	7
pancreas	FGGY	1.6
rectum	FGGY	7.2
skin	FGGY	4.8
bone marrow	OR9G4	0
colon	OR9G4	0
lung	OR9G4	0
pancreas	OR9G4	0
rectum	OR9G4	0
skin	OR9G4	0
bone marrow	IL17D	0.2
colon	IL17D	2.6
lung	IL17D	8.2
pancreas	IL17D	1.2
rectum	IL17D	0.5
skin	IL17D	3.4
bone marrow	FUT9	0
colon	FUT9	0
lung	FUT9	0
pancreas	FUT9	1
rectum	FUT9	0.1
skin	FUT9	0
bone marrow	OR5AP2	0
colon	OR5AP2	0
lung	OR5AP2	0
pancreas	OR5AP2	0
rectum	OR5AP2	0
skin	OR5AP2	0
bone marrow	TCEAL1	6.2
colon	TCEAL1	18
lung	TCEAL1	31.7
pancreas	TCEAL1	3.9
rectum	TCEAL1	18.6
skin	TCEAL1	20.2
bone marrow	ZNF24	15.6
colon	ZNF24	19.5
lung	ZNF24	32.2
pancreas	ZNF24	5.4
rectum	ZNF24	23.6
skin	ZNF24	18.3
bone marrow	HSFY1	0.1
colon	HSFY1	0
lung	HSFY1	0
pancreas	HSFY1	0
rectum	HSFY1	0
skin	HSFY1	0.2
bone marrow	MANEA	2.2
colon	MANEA	8
lung	MANEA	10.9
pancreas	MANEA	1.7
rectum	MANEA	9.7
skin	MANEA	8.2
bone marrow	RAB40A	0
colon	RAB40A	0.3
lung	RAB40A	2.1
pancreas	RAB40A	0
rectum	RAB40A	0.3
skin	RAB40A	0.6
bone marrow	C2orf54	0
colon	C2orf54	3.4
lung	C2orf54	19.7
pancreas	C2orf54	0.3
rectum	C2orf54	3.1
skin	C2orf54	51.5
bone marrow	AGXT	0
colon	AGXT	0.4
lung	AGXT	0
pancreas	AGXT	0
rectum	AGXT	0.3
skin	AGXT	0
bone marrow	OR8J1	0
colon	OR8J1	0
lung	OR8J1	0
pancreas	OR8J1	0
rectum	OR8J1	0
skin	OR8J1	0
bone marrow	OR5T3	0
colon	OR5T3	0
lung	OR5T3	0
pancreas	OR5T3	0
rectum	OR5T3	0
skin	OR5T3	0
bone marrow	AFF1	23.1
colon	AFF1	21.9
lung	AFF1	30.1
pancreas	AFF1	5.9
rectum	AFF1	24.7
skin	AFF1	27.9
bone marrow	ACOT12	0
colon	ACOT12	0
lung	ACOT12	0
pancreas	ACOT12	0
rectum	ACOT12	0
skin	ACOT12	0
bone marrow	FIBP	22.4
colon	FIBP	29.7
lung	FIBP	38
pancreas	FIBP	7.2
rectum	FIBP	33
skin	FIBP	39.2
bone marrow	CARNS1	0.3
colon	CARNS1	0.3
lung	CARNS1	0.6
pancreas	CARNS1	0.1
rectum	CARNS1	0.2
skin	CARNS1	0.2
bone marrow	OR10H5	0
colon	OR10H5	0
lung	OR10H5	0
pancreas	OR10H5	0
rectum	OR10H5	0
skin	OR10H5	0
bone marrow	BANP	7.8
colon	BANP	5
lung	BANP	6.2
pancreas	BANP	1.3
rectum	BANP	4
skin	BANP	7.4
bone marrow	PPP1CA	83.2
colon	PPP1CA	107.7
lung	PPP1CA	112.4
pancreas	PPP1CA	17
rectum	PPP1CA	95.9
skin	PPP1CA	98.1
bone marrow	HCFC1	24.6
colon	HCFC1	9.7
lung	HCFC1	14.1
pancreas	HCFC1	2.1
rectum	HCFC1	7.8
skin	HCFC1	14.6
bone marrow	FAM170B	0
colon	FAM170B	0
lung	FAM170B	0
pancreas	FAM170B	0
rectum	FAM170B	0
skin	FAM170B	0
bone marrow	CTSW	70.6
colon	CTSW	5.8
lung	CTSW	36.5
pancreas	CTSW	0.3
rectum	CTSW	6.9
skin	CTSW	3.3
bone marrow	NIPAL4	1.9
colon	NIPAL4	0.6
lung	NIPAL4	0
pancreas	NIPAL4	0
rectum	NIPAL4	0.6
skin	NIPAL4	41.9
bone marrow	MUCL1	0
colon	MUCL1	1.8
lung	MUCL1	0.9
pancreas	MUCL1	0
rectum	MUCL1	0
skin	MUCL1	26.2
bone marrow	SNTG2	0
colon	SNTG2	0.1
lung	SNTG2	0.2
pancreas	SNTG2	0.1
rectum	SNTG2	0.2
skin	SNTG2	0.8
bone marrow	FNDC9	0.6
colon	FNDC9	0.3
lung	FNDC9	0
pancreas	FNDC9	0
rectum	FNDC9	0.3
skin	FNDC9	0
bone marrow	PDE3A	0.2
colon	PDE3A	14.1
lung	PDE3A	4.1
pancreas	PDE3A	2.2
rectum	PDE3A	15.2
skin	PDE3A	0.4
bone marrow	RASGRP1	5.6
colon	RASGRP1	1.4
lung	RASGRP1	6.1
pancreas	RASGRP1	0.3
rectum	RASGRP1	2.3
skin	RASGRP1	6.9
bone marrow	KLHL6	2.4
colon	KLHL6	2.5
lung	KLHL6	6.4
pancreas	KLHL6	0.1
rectum	KLHL6	2.6
skin	KLHL6	0.2
bone marrow	CHCHD1	16.9
colon	CHCHD1	35
lung	CHCHD1	30.2
pancreas	CHCHD1	5.6
rectum	CHCHD1	31.3
skin	CHCHD1	24.2
bone marrow	MRPL52	32.2
colon	MRPL52	56.8
lung	MRPL52	36.5
pancreas	MRPL52	13.8
rectum	MRPL52	38
skin	MRPL52	40.2
bone marrow	SMPDL3A	13.2
colon	SMPDL3A	56.9
lung	SMPDL3A	18.5
pancreas	SMPDL3A	4.1
rectum	SMPDL3A	67.7
skin	SMPDL3A	73.9
bone marrow	RND1	1.2
colon	RND1	2.6
lung	RND1	19.1
pancreas	RND1	0.3
rectum	RND1	2.2
skin	RND1	0.1
bone marrow	RAD9A	6.2
colon	RAD9A	4.3
lung	RAD9A	7.7
pancreas	RAD9A	1.4
rectum	RAD9A	2.8
skin	RAD9A	12.1
bone marrow	EFEMP2	1.5
colon	EFEMP2	10.8
lung	EFEMP2	28.1
pancreas	EFEMP2	3.5
rectum	EFEMP2	5.7
skin	EFEMP2	8
bone marrow	OR10AD1	0
colon	OR10AD1	0
lung	OR10AD1	0.1
pancreas	OR10AD1	0
rectum	OR10AD1	0
skin	OR10AD1	0.2
bone marrow	AGAP5	2.1
colon	AGAP5	2.5
lung	AGAP5	4.6
pancreas	AGAP5	0.8
rectum	AGAP5	3.5
skin	AGAP5	7.9
bone marrow	WASHC2C	26.6
colon	WASHC2C	19.5
lung	WASHC2C	26.2
pancreas	WASHC2C	2.4
rectum	WASHC2C	24.2
skin	WASHC2C	16.2
bone marrow	TMEM134	3
colon	TMEM134	8.6
lung	TMEM134	11.1
pancreas	TMEM134	4
rectum	TMEM134	4.8
skin	TMEM134	38.5
bone marrow	ZMAT3	2
colon	ZMAT3	5.6
lung	ZMAT3	8.2
pancreas	ZMAT3	0.7
rectum	ZMAT3	9
skin	ZMAT3	6.6
bone marrow	ZFAND4	1.6
colon	ZFAND4	2.5
lung	ZFAND4	4.4
pancreas	ZFAND4	0.3
rectum	ZFAND4	3.3
skin	ZFAND4	4.4
bone marrow	THEMIS	1.2
colon	THEMIS	0.7
lung	THEMIS	2
pancreas	THEMIS	0
rectum	THEMIS	1
skin	THEMIS	0.3
bone marrow	MOS	0
colon	MOS	0
lung	MOS	0
pancreas	MOS	0
rectum	MOS	0
skin	MOS	0
bone marrow	ZNF738	8.8
colon	ZNF738	3.2
lung	ZNF738	5.2
pancreas	ZNF738	0.6
rectum	ZNF738	4.7
skin	ZNF738	5.7
bone marrow	MS4A10	0.3
colon	MS4A10	0.2
lung	MS4A10	0
pancreas	MS4A10	0
rectum	MS4A10	0.1
skin	MS4A10	0.2
bone marrow	SLFN11	8.3
colon	SLFN11	10.2
lung	SLFN11	56
pancreas	SLFN11	1
rectum	SLFN11	12.4
skin	SLFN11	4.2
bone marrow	FAM71D	0.2
colon	FAM71D	0
lung	FAM71D	0.1
pancreas	FAM71D	0
rectum	FAM71D	0.1
skin	FAM71D	0.7
bone marrow	CCL19	0
colon	CCL19	32.2
lung	CCL19	22.5
pancreas	CCL19	0.5
rectum	CCL19	78.2
skin	CCL19	50
bone marrow	CORO1B	12.7
colon	CORO1B	57.5
lung	CORO1B	51.9
pancreas	CORO1B	9.2
rectum	CORO1B	36.6
skin	CORO1B	28.7
bone marrow	FUT10	0.4
colon	FUT10	2.3
lung	FUT10	3.4
pancreas	FUT10	0.5
rectum	FUT10	2.8
skin	FUT10	3.3
bone marrow	LRRC20	2.3
colon	LRRC20	4.6
lung	LRRC20	7.2
pancreas	LRRC20	0.5
rectum	LRRC20	4.6
skin	LRRC20	3.8
bone marrow	MUS81	7.3
colon	MUS81	11.9
lung	MUS81	15.7
pancreas	MUS81	2.6
rectum	MUS81	7.7
skin	MUS81	16.1
bone marrow	PURG	0
colon	PURG	0.1
lung	PURG	0.3
pancreas	PURG	0
rectum	PURG	0.1
skin	PURG	0.1
bone marrow	TMEM217	0.4
colon	TMEM217	0
lung	TMEM217	0.2
pancreas	TMEM217	0.1
rectum	TMEM217	0.1
skin	TMEM217	0.2
bone marrow	OR4D9	0
colon	OR4D9	0
lung	OR4D9	0
pancreas	OR4D9	0
rectum	OR4D9	0
skin	OR4D9	0
bone marrow	ZNF596	1.1
colon	ZNF596	2.6
lung	ZNF596	4.6
pancreas	ZNF596	0.7
rectum	ZNF596	3.4
skin	ZNF596	5.1
bone marrow	COL6A5	0.1
colon	COL6A5	0.3
lung	COL6A5	3.8
pancreas	COL6A5	0
rectum	COL6A5	0.2
skin	COL6A5	7.4
bone marrow	CFL1	816.9
colon	CFL1	1111.9
lung	CFL1	782.5
pancreas	CFL1	49.9
rectum	CFL1	1061.5
skin	CFL1	457.7
bone marrow	TMCC1	2.1
colon	TMCC1	5
lung	TMCC1	10.1
pancreas	TMCC1	1
rectum	TMCC1	5.6
skin	TMCC1	7.2
bone marrow	NAA16	14.4
colon	NAA16	2.6
lung	NAA16	5.3
pancreas	NAA16	4.2
rectum	NAA16	3.3
skin	NAA16	4.7
bone marrow	OR5B3	0
colon	OR5B3	0
lung	OR5B3	0
pancreas	OR5B3	0
rectum	OR5B3	0
skin	OR5B3	0
bone marrow	EFCAB12	0.5
colon	EFCAB12	0
lung	EFCAB12	2.2
pancreas	EFCAB12	0
rectum	EFCAB12	0
skin	EFCAB12	0
bone marrow	OR10W1	0
colon	OR10W1	0
lung	OR10W1	0
pancreas	OR10W1	0
rectum	OR10W1	0
skin	OR10W1	0
bone marrow	FAM192A	97.2
colon	FAM192A	74.1
lung	FAM192A	73.8
pancreas	FAM192A	7.7
rectum	FAM192A	96.7
skin	FAM192A	107.2
bone marrow	RAB43	14.3
colon	RAB43	7.7
lung	RAB43	21
pancreas	RAB43	2.1
rectum	RAB43	2.8
skin	RAB43	3.8
bone marrow	FADS6	1.2
colon	FADS6	0.6
lung	FADS6	0.5
pancreas	FADS6	0.1
rectum	FADS6	0.8
skin	FADS6	6.7
bone marrow	CBWD1	8.2
colon	CBWD1	15.3
lung	CBWD1	23.9
pancreas	CBWD1	4.9
rectum	CBWD1	16.9
skin	CBWD1	19.3
bone marrow	HOXC5	0
colon	HOXC5	0
lung	HOXC5	0.1
pancreas	HOXC5	0
rectum	HOXC5	0
skin	HOXC5	1.2
bone marrow	RAB37	14.2
colon	RAB37	5.1
lung	RAB37	9.5
pancreas	RAB37	0.1
rectum	RAB37	5.4
skin	RAB37	0.7
bone marrow	DCP2	11.3
colon	DCP2	4.1
lung	DCP2	7.2
pancreas	DCP2	0.5
rectum	DCP2	5
skin	DCP2	7.7
bone marrow	SNX32	0.1
colon	SNX32	0.5
lung	SNX32	0
pancreas	SNX32	0
rectum	SNX32	0.4
skin	SNX32	0.1
bone marrow	RPL38	889.1
colon	RPL38	934.3
lung	RPL38	734.5
pancreas	RPL38	207.8
rectum	RPL38	732.6
skin	RPL38	710.8
bone marrow	CYP7B1	0.2
colon	CYP7B1	2.2
lung	CYP7B1	6.6
pancreas	CYP7B1	1.4
rectum	CYP7B1	3.9
skin	CYP7B1	4.8
bone marrow	OVOL1	0
colon	OVOL1	10.1
lung	OVOL1	0.5
pancreas	OVOL1	1.9
rectum	OVOL1	8.8
skin	OVOL1	33.4
bone marrow	RARG	2.2
colon	RARG	7.5
lung	RARG	18.5
pancreas	RARG	0.8
rectum	RARG	8.6
skin	RARG	143.4
bone marrow	CES4A	0.5
colon	CES4A	0.5
lung	CES4A	2
pancreas	CES4A	0.2
rectum	CES4A	0.5
skin	CES4A	9.2
bone marrow	CES3	0.5
colon	CES3	37.2
lung	CES3	1.2
pancreas	CES3	0.6
rectum	CES3	34.1
skin	CES3	1.5
bone marrow	SSH3	5.4
colon	SSH3	12.4
lung	SSH3	12.4
pancreas	SSH3	2.3
rectum	SSH3	9
skin	SSH3	20.5
bone marrow	CES2	4
colon	CES2	148.2
lung	CES2	23.3
pancreas	CES2	3
rectum	CES2	158.5
skin	CES2	34.2
bone marrow	PDP2	1
colon	PDP2	3.8
lung	PDP2	5.1
pancreas	PDP2	0.9
rectum	PDP2	4.5
skin	PDP2	2.6
bone marrow	SP3	75.2
colon	SP3	38.6
lung	SP3	51.6
pancreas	SP3	6.2
rectum	SP3	49
skin	SP3	46.2
bone marrow	KRT2	0.6
colon	KRT2	0
lung	KRT2	0
pancreas	KRT2	0
rectum	KRT2	0.1
skin	KRT2	2600.1
bone marrow	DMXL1	16.7
colon	DMXL1	6.8
lung	DMXL1	9.8
pancreas	DMXL1	2.5
rectum	DMXL1	7.8
skin	DMXL1	6.9
bone marrow	METAP1D	1.9
colon	METAP1D	2.4
lung	METAP1D	1.9
pancreas	METAP1D	0.7
rectum	METAP1D	3.1
skin	METAP1D	3.5
bone marrow	ZNF621	6.9
colon	ZNF621	7.3
lung	ZNF621	13.5
pancreas	ZNF621	1.7
rectum	ZNF621	10
skin	ZNF621	15.8
bone marrow	EGFL7	8.9
colon	EGFL7	9.9
lung	EGFL7	112.6
pancreas	EGFL7	2.9
rectum	EGFL7	3.8
skin	EGFL7	25.1
bone marrow	NADSYN1	41.7
colon	NADSYN1	37.2
lung	NADSYN1	31.1
pancreas	NADSYN1	4
rectum	NADSYN1	38.9
skin	NADSYN1	25.9
bone marrow	DHCR7	31.6
colon	DHCR7	21.3
lung	DHCR7	32.8
pancreas	DHCR7	3.5
rectum	DHCR7	15.9
skin	DHCR7	24.3
bone marrow	LVRN	0
colon	LVRN	0.5
lung	LVRN	0
pancreas	LVRN	0
rectum	LVRN	0.4
skin	LVRN	0.5
bone marrow	NBEA	0.2
colon	NBEA	2.6
lung	NBEA	3.1
pancreas	NBEA	0.7
rectum	NBEA	3.1
skin	NBEA	0.7
bone marrow	RNASEH2C	20.2
colon	RNASEH2C	6.6
lung	RNASEH2C	11.8
pancreas	RNASEH2C	1.9
rectum	RNASEH2C	6.7
skin	RNASEH2C	14.2
bone marrow	MYEOV	0.1
colon	MYEOV	0.4
lung	MYEOV	0.1
pancreas	MYEOV	0.1
rectum	MYEOV	0.4
skin	MYEOV	1.8
bone marrow	ANKRD13D	69.4
colon	ANKRD13D	6.5
lung	ANKRD13D	18.7
pancreas	ANKRD13D	1.3
rectum	ANKRD13D	4.3
skin	ANKRD13D	38.5
bone marrow	MRGPRF	0
colon	MRGPRF	15.9
lung	MRGPRF	10
pancreas	MRGPRF	0.3
rectum	MRGPRF	9.3
skin	MRGPRF	6.5
bone marrow	MYD88	26.7
colon	MYD88	27.3
lung	MYD88	57.1
pancreas	MYD88	1.9
rectum	MYD88	30.9
skin	MYD88	17.8
bone marrow	MRGPRD	0
colon	MRGPRD	0
lung	MRGPRD	0
pancreas	MRGPRD	0
rectum	MRGPRD	0
skin	MRGPRD	0
bone marrow	OXSR1	21.2
colon	OXSR1	17.9
lung	OXSR1	22.9
pancreas	OXSR1	2.4
rectum	OXSR1	21.6
skin	OXSR1	18.3
bone marrow	SLC22A13	0
colon	SLC22A13	0
lung	SLC22A13	0
pancreas	SLC22A13	0
rectum	SLC22A13	0.1
skin	SLC22A13	0
bone marrow	PHF8	10.5
colon	PHF8	9.2
lung	PHF8	13.7
pancreas	PHF8	3.5
rectum	PHF8	10.7
skin	PHF8	13.9
bone marrow	LCLAT1	7.2
colon	LCLAT1	7.9
lung	LCLAT1	8
pancreas	LCLAT1	1.4
rectum	LCLAT1	8.8
skin	LCLAT1	8.5
bone marrow	ADH6	0
colon	ADH6	8.2
lung	ADH6	0.3
pancreas	ADH6	0
rectum	ADH6	9.5
skin	ADH6	0.6
bone marrow	XKR3	0
colon	XKR3	0
lung	XKR3	0
pancreas	XKR3	0
rectum	XKR3	0
skin	XKR3	0
bone marrow	FRG2C	0
colon	FRG2C	0
lung	FRG2C	0
pancreas	FRG2C	0
rectum	FRG2C	0
skin	FRG2C	0.1
bone marrow	KAT5	34.1
colon	KAT5	31.2
lung	KAT5	44.7
pancreas	KAT5	6.6
rectum	KAT5	29.9
skin	KAT5	45.2
bone marrow	SH3RF3	0.6
colon	SH3RF3	1.9
lung	SH3RF3	4.7
pancreas	SH3RF3	0.3
rectum	SH3RF3	1.6
skin	SH3RF3	3
bone marrow	GXYLT2	1.2
colon	GXYLT2	3.6
lung	GXYLT2	5.8
pancreas	GXYLT2	0.8
rectum	GXYLT2	2.2
skin	GXYLT2	2.1
bone marrow	HPSE2	0
colon	HPSE2	3.7
lung	HPSE2	4.3
pancreas	HPSE2	0
rectum	HPSE2	4
skin	HPSE2	0.5
bone marrow	DCAKD	4
colon	DCAKD	10.5
lung	DCAKD	13.1
pancreas	DCAKD	3.1
rectum	DCAKD	9.9
skin	DCAKD	23.5
bone marrow	ARPP21	3.1
colon	ARPP21	0.4
lung	ARPP21	0.1
pancreas	ARPP21	0
rectum	ARPP21	0.5
skin	ARPP21	0
bone marrow	TADA2B	22.9
colon	TADA2B	11.8
lung	TADA2B	17.6
pancreas	TADA2B	6.3
rectum	TADA2B	11.3
skin	TADA2B	10
bone marrow	CCDC96	0.8
colon	CCDC96	0.7
lung	CCDC96	2.7
pancreas	CCDC96	0.2
rectum	CCDC96	0.7
skin	CCDC96	2.1
bone marrow	GRK2	122.6
colon	GRK2	36.3
lung	GRK2	55.2
pancreas	GRK2	4.5
rectum	GRK2	36.3
skin	GRK2	59.6
bone marrow	RELA	45.9
colon	RELA	27.7
lung	RELA	54.3
pancreas	RELA	7.6
rectum	RELA	26.2
skin	RELA	39.6
bone marrow	EVC2	0
colon	EVC2	0.7
lung	EVC2	2.5
pancreas	EVC2	0.3
rectum	EVC2	0.7
skin	EVC2	2.2
bone marrow	ZNF680	1.5
colon	ZNF680	3.8
lung	ZNF680	7.4
pancreas	ZNF680	1
rectum	ZNF680	5.7
skin	ZNF680	6.9
bone marrow	HECTD4	12.7
colon	HECTD4	4.6
lung	HECTD4	6.1
pancreas	HECTD4	1.3
rectum	HECTD4	4.9
skin	HECTD4	12.8
bone marrow	FAM222B	4.5
colon	FAM222B	11.1
lung	FAM222B	11
pancreas	FAM222B	1.2
rectum	FAM222B	11
skin	FAM222B	7.5
bone marrow	BNC2	0.4
colon	BNC2	2.8
lung	BNC2	4.3
pancreas	BNC2	0.1
rectum	BNC2	3.4
skin	BNC2	1.5
bone marrow	DEC1	0
colon	DEC1	0
lung	DEC1	0
pancreas	DEC1	0
rectum	DEC1	0
skin	DEC1	0
bone marrow	RXFP4	0.4
colon	RXFP4	2
lung	RXFP4	0
pancreas	RXFP4	0
rectum	RXFP4	2.2
skin	RXFP4	0
bone marrow	HPSE	1.5
colon	HPSE	5.4
lung	HPSE	4.3
pancreas	HPSE	0.1
rectum	HPSE	6.4
skin	HPSE	5.9
bone marrow	COQ2	6.6
colon	COQ2	12.2
lung	COQ2	10.2
pancreas	COQ2	1.2
rectum	COQ2	13.4
skin	COQ2	8.1
bone marrow	CCDC63	0
colon	CCDC63	0
lung	CCDC63	0
pancreas	CCDC63	0
rectum	CCDC63	0
skin	CCDC63	0.1
bone marrow	HSPA6	2.3
colon	HSPA6	1.7
lung	HSPA6	6.7
pancreas	HSPA6	0.3
rectum	HSPA6	1.8
skin	HSPA6	4.8
bone marrow	TRMT112	101.8
colon	TRMT112	82
lung	TRMT112	145.2
pancreas	TRMT112	25.2
rectum	TRMT112	82.8
skin	TRMT112	133.2
bone marrow	LRRN3	0.4
colon	LRRN3	0.8
lung	LRRN3	11.6
pancreas	LRRN3	0.1
rectum	LRRN3	1.1
skin	LRRN3	0.3
bone marrow	KDM2A	31.9
colon	KDM2A	16.6
lung	KDM2A	31.4
pancreas	KDM2A	3.3
rectum	KDM2A	20.8
skin	KDM2A	28.3
bone marrow	ACSM6	0
colon	ACSM6	0
lung	ACSM6	0
pancreas	ACSM6	0.2
rectum	ACSM6	0
skin	ACSM6	0.1
bone marrow	ADCK5	1.2
colon	ADCK5	3.3
lung	ADCK5	1.9
pancreas	ADCK5	0.4
rectum	ADCK5	1.5
skin	ADCK5	4.4
bone marrow	MRPL57	7
colon	MRPL57	8.9
lung	MRPL57	10.7
pancreas	MRPL57	2.8
rectum	MRPL57	7.5
skin	MRPL57	10.6
bone marrow	NOC3L	2.2
colon	NOC3L	5.1
lung	NOC3L	7.7
pancreas	NOC3L	1
rectum	NOC3L	7
skin	NOC3L	11
bone marrow	ESRRA	10.8
colon	ESRRA	43
lung	ESRRA	20.2
pancreas	ESRRA	5.6
rectum	ESRRA	25.8
skin	ESRRA	23.9
bone marrow	RHOD	0
colon	RHOD	3.1
lung	RHOD	6.3
pancreas	RHOD	3.3
rectum	RHOD	1.3
skin	RHOD	24.5
bone marrow	ADAMTS20	0
colon	ADAMTS20	0
lung	ADAMTS20	0
pancreas	ADAMTS20	0
rectum	ADAMTS20	0
skin	ADAMTS20	0
bone marrow	COMMD1	13.7
colon	COMMD1	19.4
lung	COMMD1	29.8
pancreas	COMMD1	5.2
rectum	COMMD1	25.3
skin	COMMD1	26.9
bone marrow	RAPH1	1.9
colon	RAPH1	6.8
lung	RAPH1	18.6
pancreas	RAPH1	1.3
rectum	RAPH1	8
skin	RAPH1	9.6
bone marrow	MTX1	25.1
colon	MTX1	22.9
lung	MTX1	25.9
pancreas	MTX1	5.6
rectum	MTX1	20.6
skin	MTX1	16.7
bone marrow	ADCY5	0
colon	ADCY5	7.5
lung	ADCY5	4.5
pancreas	ADCY5	1.6
rectum	ADCY5	6.2
skin	ADCY5	0.7
bone marrow	PARP14	13.9
colon	PARP14	11.3
lung	PARP14	35.7
pancreas	PARP14	1.5
rectum	PARP14	11.9
skin	PARP14	11.3
bone marrow	CYSLTR1	2.2
colon	CYSLTR1	3.5
lung	CYSLTR1	10.8
pancreas	CYSLTR1	0.1
rectum	CYSLTR1	5.4
skin	CYSLTR1	4
bone marrow	PARP15	15.8
colon	PARP15	2.8
